ID,Lot Frontage,Lot Area,Year Built,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood,Lot Config,Lot Shape,Overall Qual,Overall Cond,Year Remod/Add,2nd Flr SF,TotRms AbvGrd,SalePrice,SalePrice_BoxCox,SalePrice_BoxCox_Normalized,Total Bsmt SF
196,50.0,6000,1940,848,1196,576.0,BrkSide,Inside,Reg,6,6,1950,348,6,128000,12.304553346131259,1865514.6983253085,572.0
197,53.0,6360,1942,955,1453,240.0,BrkSide,Corner,Reg,5,6,1950,498,7,132000,12.33822329447938,1870619.4576585717,835.0
198,50.0,6000,1948,780,1416,312.0,BrkSide,Inside,Reg,6,7,1950,636,6,139900,12.40184557622878,1880265.3422677713,780.0
199,52.0,6240,1936,548,1040,624.0,BrkSide,Inside,Reg,5,7,1980,492,5,123900,12.268940189780867,1860115.3258526574,528.0
200,52.0,6240,1930,928,1536,480.0,BrkSide,Inside,Reg,5,5,1950,608,7,138400,12.390044273537566,1878476.1262750772,928.0
201,51.0,6120,1923,1068,1068,288.0,OldTown,Inside,Reg,6,5,1950,0,5,109500,12.133866454322021,1839636.5622788945,1124.0
202,50.0,10300,1921,902,1710,480.0,OldTown,Inside,IR1,7,6,1950,808,9,140000,12.402627859225918,1880383.9455513142,576.0
203,57.0,8094,1915,888,1962,572.0,OldTown,Inside,Reg,4,5,1950,1074,9,149500,12.474524390806284,1891284.3035447195,888.0
204,60.0,12900,1912,780,1560,0.0,OldTown,Inside,Reg,6,8,2009,780,7,159900,12.54820856646763,1902455.6893612903,780.0
205,52.0,3068,1920,662,1324,180.0,OldTown,Inside,Reg,6,8,1993,662,6,122000,12.252038098410443,1857552.7704313446,662.0
206,110.0,8472,1963,816,816,516.0,IDOTRR,Corner,IR2,5,5,1963,0,5,110000,12.138844925637665,1840391.3569596305,816.0
207,70.0,5600,1930,372,1092,0.0,IDOTRR,Inside,Reg,4,5,1950,720,7,55000,11.383382707871045,1725854.418346074,0.0
208,76.0,7630,1900,1032,1812,672.0,OldTown,Inside,Reg,5,9,1996,780,8,140000,12.402627859225918,1880383.9455513142,360.0
209,,24090,1940,1207,2403,349.0,ClearCr,Inside,Reg,7,7,1950,1196,10,244400,13.013916082490013,1973062.4145158862,1032.0
210,100.0,15263,1959,1675,1675,365.0,ClearCr,Inside,IR1,5,5,1959,0,8,173000,12.634530610841592,1915543.1243976685,1422.0
211,72.0,10632,1917,725,1224,180.0,ClearCr,Inside,IR1,5,3,1950,499,6,107500,12.113724380776441,1836582.787534126,689.0
212,60.0,9900,1915,1212,1392,0.0,SWISU,Inside,Reg,5,4,1950,180,6,100000,12.034728695038693,1824606.1144520135,1212.0
213,65.0,6001,1940,600,919,231.0,SWISU,Inside,IR1,6,5,1950,319,5,95000,11.97872761731431,1816115.6938184404,600.0
214,,6449,1907,942,1884,0.0,SWISU,Inside,IR1,4,1,1950,942,7,93369,11.959825638190276,1813249.9319422161,707.0
215,60.0,6048,1910,936,1680,450.0,SWISU,Corner,Reg,5,7,1950,744,7,114900,12.186478705170476,1847613.1969854767,856.0
216,54.0,6342,1875,780,1020,0.0,Sawyer,Inside,Reg,5,8,1996,240,6,94000,11.967176996540505,1814364.4841465282,780.0
217,72.0,10773,1967,1832,1832,0.0,Sawyer,Inside,Reg,4,3,1967,0,8,136000,12.370895587863762,1875572.9607904628,1832.0
218,72.0,10778,1968,1768,1768,0.0,Sawyer,Inside,Reg,4,5,1968,0,8,136500,12.374912402584634,1876181.957045053,1768.0
219,75.0,11625,1965,1039,1039,504.0,Sawyer,Inside,Reg,5,4,1965,0,6,131500,12.33407034906094,1869989.8223925442,1039.0
220,,11341,1957,1392,1392,528.0,Sawyer,Inside,IR1,5,6,1996,0,5,121500,12.247546758647143,1856871.8306111065,1392.0
221,70.0,8521,1967,912,912,336.0,Sawyer,FR2,Reg,5,5,1967,0,5,125000,12.278608435278668,1861581.1453404357,912.0
222,,8246,1968,1060,1060,270.0,Sawyer,Inside,IR1,5,8,2001,0,6,154000,12.507012227332888,1896209.8408521148,1060.0
223,65.0,7800,1966,892,892,416.0,Sawyer,Inside,Reg,5,7,2008,0,5,137900,12.38608228346013,1877875.4420798733,864.0
224,80.0,9364,1969,663,1352,299.0,Sawyer,Corner,Reg,6,7,1969,689,7,158000,12.535108980019043,1900469.6383138152,663.0
225,65.0,7832,1968,864,864,280.0,Sawyer,Inside,Reg,5,5,1968,0,4,137250,12.380910330250542,1877091.3132732324,864.0
226,,7424,1978,1373,1373,591.0,Sawyer,Inside,IR1,5,5,1978,0,5,160250,12.55060479107288,1902818.985134479,1319.0
227,86.0,11227,1968,720,1440,480.0,Sawyer,Inside,Reg,5,5,1968,720,7,163000,12.569253523742017,1905646.3518759431,720.0
228,,11616,1978,672,1386,440.0,Sawyer,CulDSac,IR1,6,5,1978,714,6,158900,12.541333421169245,1901413.336644662,672.0
229,80.0,14000,1996,1306,2260,533.0,ClearCr,Inside,Reg,7,5,1997,954,7,328000,13.337755465910021,2022160.2657480522,1306.0
230,,20062,1977,1483,1483,690.0,ClearCr,Inside,IR1,7,7,2001,0,4,270000,13.123483378191208,1989674.1024688366,1420.0
231,94.0,9259,1927,756,756,440.0,Sawyer,Corner,Reg,4,4,1950,0,4,85000,11.857368913591054,1797716.2900207702,660.0
232,60.0,9600,1950,1067,1067,436.0,Sawyer,Inside,Reg,4,7,1995,0,4,128000,12.304553346131259,1865514.6983253085,1067.0
233,,23595,1979,1332,1524,586.0,ClearCr,Inside,Reg,7,6,1979,192,4,260000,13.081962992191531,1983379.1246517876,1332.0
234,,17082,1978,1117,1981,522.0,ClearCr,CulDSac,IR1,6,5,1992,864,8,230000,12.947163496495815,1962941.9390447019,1117.0
235,124.0,18600,1938,1052,1610,480.0,Edwards,Inside,Reg,3,4,1990,558,8,124000,12.269822633908772,1860249.114739155,972.0
236,85.0,10625,1920,835,835,366.0,Edwards,Corner,Reg,5,5,1950,0,5,83000,11.831402432392418,1793779.4667182725,458.0
237,65.0,11479,1950,1074,1074,467.0,Edwards,Inside,Reg,6,7,1987,0,6,144500,12.437268581434605,1885635.8855952185,663.0
238,68.0,9571,1956,1144,1144,596.0,Edwards,Inside,Reg,5,6,1956,0,6,129000,12.31306771470775,1866805.5765294663,1144.0
239,50.0,9350,1947,1169,1531,209.0,Edwards,Inside,Reg,4,6,1979,0,8,127000,12.295972709974448,1864213.7731782347,756.0
240,75.0,9525,1954,1172,1172,366.0,Edwards,Inside,Reg,5,7,1998,0,5,128000,12.304553346131259,1865514.6983253085,1172.0
241,83.0,10420,2009,1212,1212,460.0,Edwards,Corner,Reg,6,5,2009,0,6,186000,12.714005459683323,1927592.4442299928,1212.0
242,44.0,17485,2009,1508,1508,572.0,Edwards,Inside,IR2,7,5,2010,0,5,308030,13.268551125221425,2011668.075490449,1508.0
243,,11200,1964,1298,1298,504.0,Edwards,CulDSac,IR1,5,3,1964,0,5,114000,12.177882675094002,1846309.9379395132,1250.0
244,60.0,11100,1946,930,930,308.0,Edwards,Inside,Reg,4,7,2006,0,6,84900,11.85608505819866,1797521.6424754516,0.0
245,77.0,9206,1985,977,1732,476.0,SawyerW,Inside,Reg,6,5,1985,755,7,178000,12.6657777424887,1920280.5562839336,741.0
246,83.0,11980,1987,1433,1433,528.0,SawyerW,Inside,Reg,7,5,1987,0,4,270000,13.123483378191208,1989674.1024688366,1433.0
247,87.0,12361,1993,964,1802,1017.0,SawyerW,CulDSac,IR1,6,7,1993,838,8,218000,12.888288047885844,1954015.7300501298,946.0
248,80.0,9938,1993,1062,1949,574.0,SawyerW,Inside,Reg,7,5,1994,887,8,236000,12.975467516608537,1967233.1606808426,1050.0
249,73.0,9069,1992,996,996,564.0,SawyerW,Inside,Reg,6,6,1992,0,5,147000,12.456053683434318,1888483.9275276824,936.0
250,64.0,10475,2008,1694,1694,776.0,CollgCr,Corner,IR1,8,5,2008,0,7,245350,13.018181620242355,1973709.1201011634,1694.0
251,64.0,6762,2006,1208,1208,632.0,CollgCr,Inside,Reg,7,5,2006,0,6,206000,12.826104491224253,1944587.9730496854,1187.0
252,94.0,10402,2009,1226,1226,740.0,CollgCr,Corner,IR1,7,5,2009,0,6,198900,12.787596837417302,1938749.7607916628,1226.0
253,64.0,7360,2010,1222,1222,615.0,CollgCr,Inside,Reg,7,5,2010,0,6,187000,12.71988864113614,1928484.4035855571,1222.0
254,90.0,12376,1990,1699,3222,594.0,SawyerW,Corner,Reg,7,5,1990,1523,11,320000,13.310547854077193,2018035.2724750203,1673.0
255,82.0,14235,1900,831,1445,484.0,SawyerW,Inside,IR1,6,8,1993,614,6,138500,12.390834966839334,1878596.0046595088,676.0
256,80.0,8816,1971,1052,1052,440.0,ClearCr,Inside,Reg,6,7,1971,0,6,155000,12.514103728048559,1897284.9955892342,1010.0
257,82.0,11105,1996,965,965,580.0,CollgCr,Corner,Reg,5,5,1996,0,4,159000,12.542022864994536,1901517.8644201574,870.0
258,,9337,1997,892,1692,513.0,CollgCr,Inside,IR1,7,5,1998,800,8,191000,12.743113253292215,1932005.5273615555,878.0
259,70.0,8750,1998,804,1682,523.0,CollgCr,Inside,Reg,6,5,1998,878,7,200500,12.796392352785643,1940083.264149113,804.0
260,38.0,15240,1977,1026,1026,308.0,CollgCr,FR2,IR1,5,8,2004,0,5,150000,12.478181728317502,1891838.7988353644,1026.0
261,,10900,1977,689,1392,299.0,CollgCr,FR2,IR1,6,7,1977,703,6,161750,12.560815841844155,1904367.1002722902,689.0
262,75.0,10650,1976,894,894,308.0,CollgCr,Corner,Reg,5,6,1976,0,5,128200,12.306261488284163,1865773.672723115,894.0
263,68.0,7480,1972,876,876,484.0,CollgCr,Inside,Reg,5,6,1972,0,5,127000,12.295972709974448,1864213.7731782347,876.0
264,80.0,10389,2003,1978,1978,850.0,CollgCr,Inside,Reg,8,5,2003,0,8,318000,13.303640484073988,2016988.03411494,1978.0
265,,11423,2001,1601,1601,670.0,CollgCr,Inside,Reg,8,5,2002,0,6,272000,13.13160407475076,1990905.2953749327,1581.0
266,44.0,9548,2003,941,1829,613.0,CollgCr,CulDSac,IR1,7,6,2003,888,7,237000,12.98011532334383,1967937.8227303936,941.0
267,75.0,9375,1997,1044,2098,621.0,CollgCr,Inside,Reg,7,5,1997,1054,9,240000,12.993942867537351,1970034.240715599,1040.0
268,48.0,12137,1998,1661,1661,598.0,CollgCr,CulDSac,IR2,7,5,1998,0,6,224900,12.922522897688,1959206.1350737289,1649.0
269,,4435,2003,848,848,420.0,CollgCr,Inside,Reg,6,5,2003,0,4,143750,12.431570124423422,1884771.9326330042,848.0
270,,4426,2004,848,848,420.0,CollgCr,Inside,Reg,6,5,2004,0,3,143000,12.425842086890677,1883903.4949165517,848.0
271,48.0,10635,2003,1668,1668,502.0,CollgCr,FR2,IR2,8,5,2003,0,8,232000,12.956678767170198,1964384.5657538765,1657.0
272,70.0,8400,2004,1484,1484,606.0,CollgCr,Inside,Reg,7,5,2005,0,7,213000,12.8628014506792,1950151.6627929301,1473.0
273,65.0,8773,2004,1414,1414,494.0,CollgCr,FR2,Reg,7,5,2004,0,6,185500,12.711052087945363,1927144.678412593,1414.0
274,67.0,8777,1945,640,640,240.0,Edwards,Inside,Reg,3,6,2007,0,5,84900,11.85608505819866,1797521.6424754516,0.0
275,68.0,8842,1954,992,992,319.0,Edwards,Corner,Reg,5,6,1954,0,6,155891,12.520384110854122,1898237.1753315867,381.0
276,75.0,9825,1965,1664,1664,0.0,Edwards,Inside,Reg,5,5,1965,0,8,100000,12.034728695038693,1824606.1144520135,0.0
277,60.0,10044,1968,1196,1196,336.0,Edwards,CulDSac,IR1,5,6,1968,0,6,144000,12.433472881653598,1885060.4129606031,1196.0
278,89.0,11792,1948,792,1120,480.0,Edwards,Inside,Reg,4,5,1950,328,5,64000,11.548215436642028,1750844.9945691475,744.0
279,65.0,6305,1975,1096,1096,352.0,Edwards,Inside,Reg,6,6,1975,0,5,125200,12.280357223267956,1861846.282124069,1008.0
280,94.0,7819,1976,1117,1117,672.0,Edwards,Inside,Reg,6,5,1976,0,6,107000,12.108630758042965,1835810.5345469855,1029.0
281,64.0,6410,1958,960,960,0.0,Edwards,Inside,Reg,4,5,1958,0,5,90000,11.91972178337003,1807169.7168769375,960.0
282,80.0,8546,2003,1121,1121,440.0,Edwards,Corner,Reg,4,5,2004,0,5,140000,12.402627859225918,1880383.9455513142,1121.0
283,52.0,8741,1945,798,1487,220.0,Edwards,Inside,Reg,6,4,1950,689,7,113000,12.168252188171804,1844849.8430949429,735.0
284,60.0,12180,1941,672,924,280.0,Edwards,Inside,Reg,4,4,1950,252,5,80000,11.79126459828645,1787694.0999944855,672.0
285,68.0,8562,1957,1526,1526,364.0,Edwards,Inside,Reg,5,6,2002,0,7,144500,12.437268581434605,1885635.8855952185,1216.0
286,67.0,4853,1924,1296,1296,260.0,SWISU,Inside,Reg,5,6,1999,0,5,104000,12.07756396638176,1831100.444319126,1107.0
287,66.0,6858,1915,841,1647,216.0,SWISU,Corner,Reg,6,4,1950,806,6,128000,12.304553346131259,1865514.6983253085,806.0
288,45.0,8212,1914,864,864,200.0,Edwards,Inside,Reg,3,3,1950,0,5,58500,11.450460463138358,1736024.1932953766,864.0
289,50.0,5000,1924,1026,1691,308.0,SWISU,Inside,Reg,5,6,1950,665,6,127000,12.295972709974448,1864213.7731782347,1026.0
290,,7890,1939,856,856,399.0,SWISU,Corner,Reg,6,6,1950,0,4,126000,12.287324762548252,1862902.6428527283,856.0
291,60.0,7200,1967,862,2650,0.0,SWISU,Inside,Reg,4,6,1967,1788,10,160000,12.548893732768592,1902559.5686138994,0.0
292,51.0,9839,1931,894,1666,0.0,SWISU,Inside,Reg,5,2,1950,772,7,100000,12.034728695038693,1824606.1144520135,894.0
293,50.0,9638,1919,1699,2447,336.0,SWISU,Inside,Reg,6,7,1990,748,10,169000,12.608880723867598,1911654.3004953044,804.0
294,78.0,10452,1941,1225,2133,312.0,Crawfor,Inside,IR1,7,6,1985,908,8,257500,13.07133527336495,1981767.837746611,1528.0
295,78.0,15600,1950,1102,2177,484.0,Crawfor,Inside,Reg,5,6,1991,1075,11,215000,12.873066617774727,1951707.982600628,1032.0
296,66.0,9042,1941,1188,2340,252.0,Crawfor,Inside,Reg,7,9,2006,1152,9,266500,13.109127453432274,1987497.5757886304,1152.0
297,100.0,17500,1959,1902,1902,567.0,Crawfor,Inside,Reg,7,8,2002,0,7,335000,13.361027270705222,2025688.5444820123,1902.0
298,85.0,19645,1994,896,1652,473.0,Crawfor,FR2,IR1,7,6,2007,756,6,203135,12.810726768322995,1942256.5297788826,423.0
299,35.0,3907,1989,1034,1034,598.0,Blueste,Inside,IR1,8,6,1989,0,4,185000,12.708090805899856,1926695.7132997268,982.0
300,35.0,3907,1989,1191,1191,531.0,Blueste,Inside,IR1,8,5,1989,0,5,162500,12.565886182091477,1905135.8233612815,1191.0
301,100.0,15602,1959,1801,1801,484.0,Crawfor,Inside,IR1,7,8,1997,0,6,289000,13.198329682037992,2001021.6805575087,1501.0
302,40.0,5436,1922,796,1154,240.0,IDOTRR,Inside,Reg,4,8,2007,358,7,125500,12.28297521417343,1862243.2002711047,796.0
303,58.0,8154,1941,540,540,200.0,IDOTRR,Inside,Reg,2,5,1950,0,4,82000,11.818185410847079,1791775.6111318667,480.0
304,50.0,9140,1921,727,1107,625.0,IDOTRR,Inside,Reg,6,5,1975,380,5,110000,12.138844925637665,1840391.3569596305,629.0
305,60.0,7500,1920,698,1128,528.0,IDOTRR,Inside,Reg,4,4,1950,430,6,68400,11.620593065296285,1761818.292525297,698.0
306,66.0,8712,1900,859,1178,384.0,IDOTRR,Inside,Reg,4,7,1950,319,7,102776,12.064632498004382,1829139.8819443407,859.0
307,66.0,8712,1952,1044,1044,504.0,IDOTRR,Inside,Reg,5,5,1952,0,4,55993,11.40283456894073,1728803.5487788909,540.0
308,66.0,8712,1896,952,952,330.0,IDOTRR,Corner,Reg,4,7,1950,0,5,50138,11.282810565972282,1710606.5012802214,756.0
309,44.0,3811,2004,1646,1646,525.0,Crawfor,Corner,IR1,8,5,2005,0,5,246000,13.021090712977461,1974150.1727020545,1594.0
310,85.0,11050,1998,1036,1916,741.0,Mitchel,Inside,Reg,8,5,1999,880,8,254900,13.060173271424894,1980075.5472508788,1049.0
311,74.0,9620,1977,1285,1285,473.0,Mitchel,Inside,Reg,6,7,1977,0,6,190000,12.737352669386858,1931132.155233036,1243.0
312,129.0,9196,2003,1560,1560,573.0,Mitchel,Inside,IR1,7,5,2003,0,7,201000,12.799126671653223,1940497.8189804724,1560.0
313,,12328,1976,1034,1034,888.0,Mitchel,Inside,IR1,6,5,1976,0,6,169900,12.61470408486586,1912537.1903678833,1012.0
314,,12760,1976,2048,2048,776.0,Mitchel,Inside,IR1,6,5,1976,0,9,170000,12.6153492344072,1912635.0026100783,1958.0
315,,57200,1948,1687,1687,572.0,Timber,Inside,IR1,5,5,1950,0,7,160000,12.548893732768592,1902559.5686138994,747.0
316,88.0,11896,2008,1346,1346,660.0,Timber,Corner,IR1,7,5,2008,0,6,220000,12.898320618251024,1955536.785463665,1336.0
317,73.0,9803,2009,1214,1214,520.0,Timber,Inside,Reg,7,5,2010,0,6,179781,12.676697976459808,1921936.1919180881,1214.0
318,73.0,9802,2006,744,1444,400.0,Timber,Inside,Reg,5,5,2007,700,7,174000,12.640851117463459,1916501.3873814833,384.0
319,92.0,12003,2009,774,1968,680.0,Timber,Corner,Reg,8,5,2010,1194,8,269500,13.121443877039024,1989364.890157778,774.0
320,80.0,11316,2002,824,1894,510.0,Timber,Corner,Reg,7,5,2003,1070,8,214900,12.872555614198966,1951630.5084612032,817.0
321,85.0,14191,2002,993,1908,431.0,Timber,Inside,Reg,8,5,2002,915,9,202900,12.809455883453118,1942063.8487170103,967.0
322,89.0,13214,2008,2018,2018,746.0,Timber,Inside,IR1,9,5,2009,0,10,378500,13.49564472430558,2046098.130370925,2002.0
323,85.0,15300,1965,1264,1264,528.0,Mitchel,Inside,Reg,5,5,1977,0,7,169000,12.608880723867598,1911654.3004953044,1068.0
324,93.0,10114,2004,1430,1430,624.0,Mitchel,Inside,Reg,5,5,2005,0,7,173500,12.63769538302876,1916022.941004249,1430.0
325,94.0,9400,1971,912,1824,0.0,Mitchel,Corner,Reg,6,5,1971,912,8,139000,12.394779954635862,1879194.111109384,912.0
326,,11875,1999,1344,1344,686.0,Mitchel,Inside,Reg,5,5,1999,0,7,166500,12.592541789811605,1909177.1263322907,1344.0
327,,1974,1973,546,1092,286.0,MeadowV,Inside,Reg,4,5,1973,546,6,83500,11.837951800286545,1794772.4277569698,546.0
328,31.0,2394,1973,945,945,253.0,MeadowV,Inside,Reg,5,6,1973,0,5,119500,12.229396082146843,1854119.9750302222,945.0
329,36.0,2592,1976,536,1112,336.0,MeadowV,Inside,Reg,5,3,1976,576,4,85000,11.857368913591054,1797716.2900207702,536.0
330,21.0,1476,1970,546,1092,0.0,MeadowV,Inside,Reg,4,7,1970,546,5,76000,11.735358963025794,1779218.1495585658,546.0
331,21.0,1491,1972,630,630,0.0,MeadowV,Inside,Reg,4,6,1972,0,3,75500,11.728166331109344,1778127.6621444891,630.0
332,21.0,1900,1970,546,1092,0.0,MeadowV,Inside,Reg,4,4,1970,546,5,88250,11.898298254017865,1803921.658392227,546.0
333,21.0,1890,1972,546,1092,286.0,MeadowV,Inside,Reg,4,6,1972,546,5,85500,11.863765790498576,1798686.1316362005,546.0
334,50.0,6953,1971,874,874,352.0,Mitchel,Inside,Reg,5,7,2004,0,5,130000,12.321516835275267,1868086.5623696875,864.0
335,,26142,1962,1188,1188,312.0,Mitchel,CulDSac,IR1,5,7,1962,0,6,157900,12.534415204714719,1900364.453835262,1188.0
336,76.0,12887,1984,833,833,495.0,Mitchel,Inside,Reg,5,7,1984,0,5,149900,12.477451229621742,1891728.0466596673,833.0
337,70.0,7700,1985,1216,2432,616.0,Mitchel,Inside,Reg,5,2,1986,1216,10,159000,12.542022864994536,1901517.8644201574,1216.0
338,63.0,10475,1991,624,1274,576.0,Mitchel,Inside,Reg,5,5,1991,650,6,136000,12.370895587863762,1875572.9607904628,624.0
339,68.0,10544,1969,864,1479,275.0,Mitchel,Inside,IR1,5,5,1969,615,8,161000,12.555722117350268,1903594.8318570724,864.0
340,76.0,9892,1994,1803,1803,482.0,Mitchel,Inside,Reg,8,5,1995,0,6,285000,13.182986829521907,1998695.524046351,1679.0
341,74.0,12961,1993,1152,1797,616.0,Mitchel,Inside,Reg,6,5,1994,645,7,231000,12.95193135105787,1963664.801753714,1152.0
342,74.0,13008,1956,882,882,502.0,NAmes,Inside,IR1,6,5,1956,0,5,124500,12.274224288273029,1860916.4572003132,882.0
343,85.0,10200,1974,1434,1434,528.0,NAmes,Inside,Reg,6,5,1974,0,7,157000,12.528151533687474,1899414.8077946368,1434.0
344,75.0,13860,1972,2000,2704,538.0,NAmes,Inside,Reg,8,7,1995,704,9,345000,13.393448963797205,2030604.0536684329,1952.0
345,88.0,10179,1997,945,1608,470.0,Gilbert,Corner,IR1,6,5,1997,663,7,189500,12.734461084987132,1930693.757101272,945.0
346,,11792,2003,1008,2283,632.0,Gilbert,Inside,IR1,8,5,2003,1275,9,270000,13.123483378191208,1989674.1024688366,1008.0
347,60.0,8400,1996,958,1628,390.0,Gilbert,Inside,Reg,7,5,1997,670,7,189000,12.73156191946465,1930254.2095823225,384.0
348,42.0,14892,2006,1746,1746,758.0,Gilbert,CulDSac,IR1,9,5,2007,0,7,377500,13.4927263308892,2045655.667677596,1746.0
349,,8530,1995,804,1474,400.0,Gilbert,Inside,IR1,7,5,1996,670,7,168500,12.605632211218305,1911161.7878518528,384.0
350,28.0,7296,2004,2522,2522,564.0,StoneBr,CulDSac,IR1,8,5,2005,0,8,375000,13.485396650110184,2044544.4020474958,2208.0
351,40.0,5664,2000,1659,1659,499.0,StoneBr,Inside,IR1,8,5,2000,0,5,278000,13.155615329807958,1994545.683447086,1501.0
352,61.0,7380,1998,1478,1478,495.0,StoneBr,Corner,IR1,8,5,1998,0,5,240000,12.993942867537351,1970034.240715599,1418.0
353,57.0,8013,1995,1734,1734,528.0,StoneBr,Corner,IR1,8,5,1996,0,6,239500,12.991650229882076,1969686.6499397655,1587.0
354,57.0,8923,1998,751,1382,396.0,Gilbert,Inside,IR1,7,5,1998,631,7,177500,12.662692486523438,1919812.7952698274,384.0
355,74.0,10141,1998,885,1718,427.0,Gilbert,Corner,IR1,7,5,1998,833,7,185000,12.708090805899856,1926695.7132997268,832.0
356,60.0,7500,1998,952,1636,440.0,Gilbert,Inside,Reg,6,5,1999,684,7,191000,12.743113253292215,1932005.5273615555,952.0
357,59.0,7837,1993,799,1571,380.0,Gilbert,Inside,IR1,6,7,1994,772,7,178000,12.6657777424887,1920280.5562839336,799.0
358,,9765,1993,680,1470,420.0,Gilbert,Corner,IR2,6,8,1993,790,6,185000,12.708090805899856,1926695.7132997268,680.0
359,,8803,1994,707,1516,409.0,Gilbert,Inside,IR1,6,5,1995,809,7,181316,12.686024063494624,1923350.1361671714,707.0
360,58.0,7250,1993,1190,1190,430.0,Gilbert,Inside,Reg,6,5,1993,0,6,166000,12.589244803465082,1908677.264507436,1181.0
361,,9636,1992,808,1593,389.0,Gilbert,Corner,IR1,6,5,1993,785,7,178000,12.6657777424887,1920280.5562839336,808.0
362,65.0,8125,1994,702,1481,343.0,Gilbert,Inside,Reg,6,5,1995,779,6,174000,12.640851117463459,1916501.3873814833,702.0
363,,9248,1992,1167,1167,400.0,Gilbert,Inside,IR1,6,6,1992,0,6,173000,12.634530610841592,1915543.1243976685,1158.0
364,,10762,1999,1005,1983,490.0,Gilbert,CulDSac,IR1,7,5,1999,978,9,225000,12.923011354703972,1959280.1908900742,978.0
365,99.0,11851,1990,1442,1442,500.0,Gilbert,Corner,Reg,7,5,1990,0,5,180500,12.681076149968684,1922599.9744059914,1424.0
366,,5814,1984,1360,1360,565.0,StoneBr,CulDSac,IR1,8,5,1984,0,4,187500,12.722818534456946,1928928.6097993688,1220.0
367,63.0,17423,2008,2234,2234,1166.0,StoneBr,CulDSac,IR1,9,5,2009,0,9,501837,13.807137849401665,2093324.1439406723,2216.0
368,80.0,11844,2008,2046,2046,834.0,StoneBr,Inside,IR1,8,5,2008,0,7,372500,13.478018317025857,2043425.7601569071,2046.0
369,124.0,16158,2005,1530,1530,430.0,StoneBr,Inside,IR1,7,5,2005,0,7,260000,13.081962992191531,1983379.1246517876,1530.0
370,85.0,11900,1977,946,1934,567.0,Gilbert,Inside,Reg,5,6,1977,988,6,185000,12.708090805899856,1926695.7132997268,1122.0
371,94.0,13005,1980,1153,2353,484.0,NWAmes,Corner,IR1,7,7,1980,1200,10,260000,13.081962992191531,1983379.1246517876,845.0
372,48.0,17043,1979,1586,1586,435.0,NWAmes,CulDSac,IR1,6,5,1998,0,7,181000,12.68411058649938,1923060.0305973804,1362.0
373,85.0,11900,1977,1411,1411,544.0,NWAmes,Inside,Reg,7,5,1977,0,6,82500,11.824813794451218,1792780.5518795562,1386.0
374,,16635,1977,1602,1602,529.0,NWAmes,FR2,IR1,6,7,2000,0,8,215000,12.873066617774727,1951707.982600628,1602.0
375,,13250,1978,1154,2050,529.0,NWAmes,Inside,IR1,7,6,1978,896,8,154000,12.507012227332888,1896209.8408521148,832.0
376,80.0,10928,1978,1671,1671,484.0,NWAmes,Inside,Reg,6,6,1986,0,7,200000,12.793651258901441,1939667.6821457162,1427.0
377,,12388,1980,1539,2673,441.0,NWAmes,Inside,IR1,7,7,1991,1134,9,249000,13.034419198411669,1976170.927522198,1043.0
378,,14115,1980,1472,1472,588.0,NWAmes,Inside,Reg,7,5,1980,0,6,187500,12.722818534456946,1928928.6097993688,1372.0
379,80.0,11088,1978,1707,1707,479.0,NWAmes,Inside,Reg,6,5,1998,0,7,184000,12.702144339930765,1925794.1592687643,1140.0
